Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Commodity_Type,Declared_Value_USD,Weight_kg,HS_Code,Document_Status,Compliance_Score,Prior_Offense_Count,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag
SHP008964,Japan,India,2023-04-26,2023-05-18,2023-05-21,Rail,Carrier_27,R216,Machinery,6645.07,3438.34,3081.78,Missing,0.46,5,Medium,0.86,Both,"Suspected undervaluation, needs reassessment",3,1
SHP008965,China,Germany,2022-04-04,2022-04-10,2022-04-21,Rail,Carrier_10,R869,Machinery,29658.02,3891.46,9253.87,Error,0.69,4,Low,0.43,Document,Routine customs clearance without issue,11,2
SHP008966,China,Japan,2020-09-09,2020-09-25,2020-09-28,Sea,Carrier_20,R720,Textiles,15128.34,683.79,5347.62,Complete,0.51,2,High,0.0,Document,Random inspection selected,3,1
SHP008967,Germany,UK,2021-09-21,2021-10-10,2021-10-13,Road,Carrier_37,R439,Pharmaceuticals,11715.44,61.83,7104.33,Error,0.7,2,Medium,0.41,Physical,Incorrect HS code classification,3,1
SHP008968,South Africa,Brazil,2024-06-24,2024-07-20,2024-07-23,Sea,Carrier_32,R765,Electronics,39024.32,2044.33,2802.69,Missing,0.92,1,Low,0.1,Document,"Suspected undervaluation, needs reassessment",3,1
SHP008969,UK,India,2019-09-23,2019-10-09,2019-10-12,Sea,Carrier_22,R701,Automotive,1574.75,1984.41,8839.28,Error,0.56,2,Low,0.53,Physical,Incorrect HS code classification,3,1
SHP008970,Japan,Australia,2023-01-24,2023-02-08,2023-02-09,Air,Carrier_2,R123,Electronics,14659.57,4356.04,4437.61,Complete,0.96,3,Medium,0.85,Physical,"Incomplete paperwork, requires manual review",1,1
SHP008971,Japan,Australia,2022-05-05,2022-05-21,2022-05-21,Road,Carrier_49,R178,Textiles,5590.95,3351.88,1508.83,Complete,0.84,0,Medium,0.12,Both,Routine customs clearance without issue,0,0
SHP008972,Australia,Brazil,2021-05-06,2021-05-27,2021-06-01,Air,Carrier_13,R262,Machinery,27937.08,4936.09,8419.22,Missing,0.6,4,High,0.3,Both,Random inspection selected,5,2
SHP008973,Japan,Brazil,2024-05-31,2024-06-08,2024-06-08,Rail,Carrier_22,R648,Automotive,1939.55,1910.36,8204.16,Complete,0.82,4,Medium,0.49,Both,Routine customs clearance without issue,0,0
SHP008974,South Africa,India,2020-01-14,2020-01-20,2020-01-21,Sea,Carrier_46,R715,Electronics,37193.94,3369.33,6015.35,Complete,0.74,3,Low,0.97,Document,"Incomplete paperwork, requires manual review",1,1
SHP008975,Australia,UAE,2023-12-31,2024-01-10,2024-01-13,Air,Carrier_42,R199,Textiles,12865.87,3582.52,5715.72,Missing,0.76,4,Low,0.92,Both,High-risk commodity flagged for inspection,3,1
SHP008976,UK,South Africa,2023-10-30,2023-11-06,2023-11-08,Sea,Carrier_44,R611,Food,26012.2,1434.22,7849.24,Missing,0.63,5,High,0.22,Document,Tariff dispute pending resolution,2,1
SHP008977,UK,South Africa,2020-03-07,2020-03-23,2020-03-24,Rail,Carrier_7,R925,Food,44735.87,999.75,8526.25,Error,0.57,1,Low,0.85,Physical,Tariff dispute pending resolution,1,1
SHP008978,South Africa,Australia,2021-08-15,2021-09-04,2021-09-04,Road,Carrier_36,R601,Automotive,17623.56,4813.95,5930.50,Error,0.56,3,Low,0.44,Both,Incorrect HS code classification,0,0
SHP008979,China,Germany,2020-11-22,2020-12-12,2020-12-13,Air,Carrier_20,R822,Textiles,34400.21,4962.67,8735.48,Error,0.65,5,High,0.11,Document,"Incomplete paperwork, requires manual review",1,1
SHP008980,South Africa,Australia,2022-12-07,2022-12-14,2022-12-18,Air,Carrier_25,R326,Textiles,43521.17,2408.6,3644.19,Complete,0.99,3,High,0.55,Document,Incorrect HS code classification,4,2
SHP008981,Germany,India,2020-02-01,2020-02-21,2020-02-22,Rail,Carrier_13,R934,Automotive,36185.04,178.85,6614.54,Missing,0.65,1,Medium,0.16,Both,High-risk commodity flagged for inspection,1,1
SHP008982,Brazil,South Africa,2021-12-24,2022-01-06,2022-01-06,Sea,Carrier_45,R298,Pharmaceuticals,32511.74,4788.86,4992.63,Missing,0.77,0,Low,0.69,Document,"Incomplete paperwork, requires manual review",0,0
SHP008983,Germany,South Africa,2023-06-08,2023-06-15,2023-06-20,Sea,Carrier_15,R429,Pharmaceuticals,27649.03,3810.05,4088.90,Complete,0.91,0,High,0.66,Physical,Tariff dispute pending resolution,5,2
SHP008984,USA,South Africa,2019-01-03,2019-01-11,2019-01-11,Sea,Carrier_16,R884,Machinery,49010.63,4150.03,4868.75,Error,0.47,2,High,0.51,Physical,High-risk commodity flagged for inspection,0,0
SHP008985,UAE,Germany,2023-07-02,2023-07-09,2023-07-15,Sea,Carrier_6,R659,Electronics,21116.73,662.12,2889.87,Error,0.93,3,Low,0.93,Physical,Tariff dispute pending resolution,6,2
SHP008986,China,Australia,2019-12-16,2020-01-12,2020-01-12,Road,Carrier_45,R820,Food,25732.78,140.62,7014.23,Error,0.89,3,Medium,0.48,Document,Tariff dispute pending resolution,0,0
SHP008987,UAE,Brazil,2022-09-28,2022-10-06,2022-10-09,Air,Carrier_18,R867,Food,15671.07,682.07,6610.89,Error,0.95,1,Medium,0.96,Both,High-risk commodity flagged for inspection,3,1
SHP008988,USA,Brazil,2024-02-20,2024-03-10,2024-03-10,Rail,Carrier_44,R817,Food,7790.22,1189.67,4584.31,Error,0.76,3,High,0.15,Both,Routine customs clearance without issue,0,0
SHP008989,UK,USA,2020-05-12,2020-06-08,2020-06-08,Road,Carrier_25,R220,Machinery,47509.35,4814.09,2047.12,Missing,0.91,5,Medium,0.7,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP008990,South Africa,USA,2022-12-02,2022-12-29,2022-12-29,Rail,Carrier_11,R793,Textiles,36312.99,2374.39,7921.69,Missing,0.72,2,Medium,0.63,Document,Random inspection selected,0,0
SHP008991,South Africa,UK,2019-01-12,2019-01-24,2019-01-24,Air,Carrier_23,R545,Pharmaceuticals,12019.46,4816.57,5128.80,Complete,0.6,3,High,0.27,Both,Random inspection selected,0,0
SHP008992,USA,Brazil,2021-03-01,2021-03-19,2021-03-21,Rail,Carrier_48,R195,Textiles,21673.65,1490.06,5610.57,Complete,0.45,1,Low,0.21,Document,Tariff dispute pending resolution,2,1
SHP008993,India,South Africa,2024-02-23,2024-03-03,2024-03-03,Rail,Carrier_25,R729,Electronics,32735.69,545.4,7423.46,Missing,0.43,1,Low,0.86,Physical,Random inspection selected,0,0
SHP008994,UK,India,2022-12-22,2023-01-15,2023-01-18,Sea,Carrier_42,R939,Pharmaceuticals,38241.28,3346.84,9069.56,Complete,0.42,1,High,0.24,Physical,"Suspected undervaluation, needs reassessment",3,1
SHP008995,Germany,Brazil,2019-11-12,2019-11-20,2019-11-20,Sea,Carrier_10,R492,Machinery,40829.82,2941.96,5127.35,Complete,0.84,3,High,0.64,Both,Random inspection selected,0,0
SHP008996,South Africa,USA,2022-11-26,2022-12-05,2022-12-07,Air,Carrier_11,R886,Food,21432.49,1495.29,2094.24,Error,0.8,4,High,0.81,Document,Routine customs clearance without issue,2,1
SHP008997,China,India,2020-07-03,2020-07-19,2020-07-20,Air,Carrier_3,R605,Automotive,18185.76,2819.38,4148.46,Missing,0.47,2,High,0.93,Both,"Incomplete paperwork, requires manual review",1,1
SHP008998,South Africa,UK,2024-11-29,2024-12-12,2024-12-12,Air,Carrier_23,R507,Pharmaceuticals,27877.0,4622.58,8290.84,Error,0.89,3,Low,0.19,Both,Incorrect HS code classification,0,0
SHP008999,China,UK,2020-11-19,2020-12-11,2020-12-11,Road,Carrier_1,R730,Machinery,46777.11,2391.49,7682.54,Missing,0.58,4,Medium,0.52,Document,"Incomplete paperwork, requires manual review",0,0
SHP009000,South Africa,China,2020-05-30,2020-06-28,2020-06-30,Road,Carrier_29,R273,Pharmaceuticals,41323.0,595.95,3706.38,Error,0.62,4,Medium,0.32,Document,Tariff dispute pending resolution,2,1
SHP009001,Australia,Germany,2024-10-14,2024-10-20,2024-10-23,Rail,Carrier_34,R237,Electronics,20605.1,3339.22,4518.28,Missing,0.64,2,Low,0.57,Document,"Incomplete paperwork, requires manual review",3,1
SHP009002,Australia,India,2023-01-23,2023-02-15,2023-02-18,Air,Carrier_5,R497,Automotive,49569.55,2701.09,4173.69,Error,0.99,0,High,0.75,Document,"Incomplete paperwork, requires manual review",3,1
SHP009003,UAE,China,2019-05-05,2019-05-26,2019-05-28,Road,Carrier_48,R170,Automotive,8903.0,2685.03,9096.33,Complete,0.77,0,High,0.89,Document,Incorrect HS code classification,2,1
SHP009004,Germany,Australia,2020-02-09,2020-03-06,2020-03-07,Sea,Carrier_11,R224,Electronics,11310.79,4385.91,3674.54,Complete,0.96,4,Medium,0.09,Both,High-risk commodity flagged for inspection,1,1
SHP009005,Germany,South Africa,2020-02-15,2020-03-08,2020-03-09,Road,Carrier_36,R367,Textiles,4969.05,4794.94,8543.76,Missing,0.64,1,Medium,0.62,Physical,"Incomplete paperwork, requires manual review",1,1
SHP009006,UAE,Australia,2020-10-01,2020-10-16,2020-10-19,Sea,Carrier_30,R439,Pharmaceuticals,28090.78,1105.25,3748.11,Error,0.8,5,High,0.05,Physical,Random inspection selected,3,1
SHP009007,Australia,Germany,2024-04-13,2024-04-24,2024-04-25,Road,Carrier_4,R221,Machinery,9284.52,2137.02,4236.39,Missing,0.93,3,Medium,0.07,Both,Tariff dispute pending resolution,1,1
SHP009008,Japan,Germany,2023-09-11,2023-09-27,2023-09-30,Air,Carrier_46,R148,Machinery,7265.56,4483.48,6617.41,Error,0.65,0,Medium,0.08,Physical,Random inspection selected,3,1
SHP009009,Japan,Australia,2019-02-20,2019-03-06,2019-03-06,Rail,Carrier_2,R688,Pharmaceuticals,44808.93,4234.13,9863.79,Error,0.41,1,Low,0.58,Document,Incorrect HS code classification,0,0
SHP009010,Australia,UAE,2023-01-14,2023-01-29,2023-01-30,Road,Carrier_49,R742,Electronics,12972.5,2689.02,3156.19,Complete,0.57,4,Medium,0.32,Both,Incorrect HS code classification,1,1
SHP009011,South Africa,USA,2019-06-13,2019-06-23,2019-06-27,Road,Carrier_19,R265,Electronics,20364.43,582.46,1313.38,Complete,0.98,2,Low,0.17,Document,Incorrect HS code classification,4,2
SHP009012,China,USA,2022-11-02,2022-11-19,2022-11-27,Sea,Carrier_26,R837,Automotive,32022.75,459.59,2946.36,Complete,0.81,5,High,0.09,Document,Incorrect HS code classification,8,2
SHP009013,China,Brazil,2020-06-15,2020-07-06,2020-07-09,Air,Carrier_8,R996,Machinery,14863.82,2687.61,5660.26,Missing,0.47,3,High,0.2,Physical,"Incomplete paperwork, requires manual review",3,1
SHP009014,South Africa,Brazil,2023-10-09,2023-10-31,2023-10-31,Road,Carrier_43,R248,Automotive,36955.02,223.94,2773.59,Error,0.47,1,High,0.21,Physical,"Incomplete paperwork, requires manual review",0,0
SHP009015,South Africa,Brazil,2023-06-14,2023-06-30,2023-06-30,Rail,Carrier_44,R371,Machinery,43439.85,377.07,3991.34,Complete,0.92,2,High,0.82,Document,Random inspection selected,0,0
SHP009016,Japan,Brazil,2019-12-20,2020-01-16,2020-01-17,Sea,Carrier_14,R918,Automotive,5937.32,174.7,5837.57,Error,0.43,2,Low,0.59,Physical,Tariff dispute pending resolution,1,1
SHP009017,USA,UAE,2020-04-08,2020-04-30,2020-05-05,Air,Carrier_10,R638,Automotive,27532.37,914.69,4295.55,Error,0.9,4,High,0.33,Both,Random inspection selected,5,2
SHP009018,India,China,2020-01-07,2020-01-26,2020-02-01,Rail,Carrier_5,R226,Automotive,49322.73,1955.05,8092.67,Complete,0.56,3,Medium,0.89,Both,Tariff dispute pending resolution,6,2
SHP009019,Australia,Germany,2024-08-08,2024-08-18,2024-08-25,Sea,Carrier_36,R854,Textiles,21011.54,4440.23,8945.93,Complete,0.95,2,High,0.44,Document,"Suspected undervaluation, needs reassessment",7,2
SHP009020,China,Australia,2022-02-06,2022-03-05,2022-03-08,Air,Carrier_25,R395,Textiles,12795.47,3255.97,7238.88,Missing,0.97,0,Low,0.62,Document,Random inspection selected,3,1
SHP009021,China,UAE,2023-03-24,2023-04-11,2023-04-12,Air,Carrier_10,R355,Automotive,45838.87,607.21,7806.26,Error,0.62,5,High,0.49,Document,Incorrect HS code classification,1,1
SHP009022,India,UK,2020-04-27,2020-05-24,2020-05-27,Road,Carrier_13,R126,Food,33002.41,1505.99,2224.73,Error,0.95,5,Medium,0.9,Both,Incorrect HS code classification,3,1
SHP009023,South Africa,UK,2019-01-16,2019-01-21,2019-01-22,Air,Carrier_39,R182,Machinery,4836.26,2515.75,7990.25,Missing,0.86,4,Medium,0.12,Physical,"Incomplete paperwork, requires manual review",1,1
SHP009024,UK,Brazil,2023-01-06,2023-01-20,2023-01-22,Road,Carrier_6,R538,Food,32430.44,2662.88,4061.35,Error,0.84,4,Low,0.44,Physical,Incorrect HS code classification,2,1
SHP009025,China,Japan,2020-07-29,2020-08-26,2020-08-26,Sea,Carrier_19,R831,Electronics,11515.12,4521.5,9580.12,Complete,0.6,3,Medium,0.99,Both,Routine customs clearance without issue,0,0
SHP009026,Germany,Australia,2021-06-10,2021-06-28,2021-07-01,Sea,Carrier_10,R811,Food,3264.03,2504.59,2972.38,Complete,0.59,3,High,1.0,Document,"Suspected undervaluation, needs reassessment",3,1
SHP009027,South Africa,China,2024-07-21,2024-08-01,2024-08-05,Sea,Carrier_19,R984,Textiles,44594.05,3335.3,4589.71,Missing,0.92,3,Medium,0.06,Physical,Random inspection selected,4,2
SHP009028,Germany,UK,2024-08-04,2024-08-22,2024-08-22,Sea,Carrier_24,R367,Electronics,32385.9,3515.85,2421.57,Complete,0.51,1,Medium,0.78,Physical,Incorrect HS code classification,0,0
SHP009029,Brazil,Germany,2021-03-04,2021-03-25,2021-03-25,Road,Carrier_8,R868,Food,25480.96,833.89,5938.84,Missing,0.97,3,Low,0.16,Document,Incorrect HS code classification,0,0
SHP009030,China,South Africa,2022-02-27,2022-03-29,2022-03-29,Road,Carrier_5,R452,Machinery,38309.72,1740.07,7548.95,Missing,0.74,5,Medium,0.05,Physical,Routine customs clearance without issue,0,0
SHP009031,India,South Africa,2023-01-25,2023-02-23,2023-02-24,Sea,Carrier_19,R548,Textiles,34182.37,3898.93,3403.22,Complete,0.42,1,High,0.15,Document,Tariff dispute pending resolution,1,1
SHP009032,Japan,India,2023-11-06,2023-11-14,2023-11-14,Rail,Carrier_27,R159,Electronics,36759.8,4074.62,4153.17,Error,0.54,3,Low,0.23,Document,"Incomplete paperwork, requires manual review",0,0
SHP009033,Germany,China,2022-02-07,2022-02-28,2022-03-03,Air,Carrier_5,R908,Electronics,47056.17,4000.71,3271.38,Missing,0.91,4,High,0.64,Both,Incorrect HS code classification,3,1
SHP009034,India,Australia,2020-11-15,2020-12-10,2020-12-16,Rail,Carrier_44,R995,Textiles,40755.47,1786.8,6796.66,Error,0.53,0,High,0.91,Document,"Incomplete paperwork, requires manual review",6,2
SHP009035,Germany,USA,2019-03-14,2019-04-06,2019-04-06,Sea,Carrier_22,R928,Pharmaceuticals,43478.57,1777.07,2301.52,Error,0.58,2,Medium,0.62,Document,Tariff dispute pending resolution,0,0
SHP009036,China,Germany,2021-08-23,2021-09-13,2021-09-15,Road,Carrier_23,R296,Pharmaceuticals,28861.33,2714.37,9859.97,Complete,0.55,1,High,0.96,Document,Random inspection selected,2,1
SHP009037,Brazil,India,2021-12-05,2021-12-13,2021-12-13,Air,Carrier_37,R856,Automotive,42662.19,4438.27,7595.65,Error,0.71,2,High,0.84,Physical,Incorrect HS code classification,0,0
SHP009038,Brazil,India,2022-06-09,2022-07-04,2022-07-05,Air,Carrier_25,R822,Electronics,35464.66,2522.89,7210.48,Complete,0.62,4,Low,0.27,Both,High-risk commodity flagged for inspection,1,1
SHP009039,USA,South Africa,2022-07-03,2022-07-14,2022-07-17,Road,Carrier_2,R657,Pharmaceuticals,9173.63,915.22,5789.12,Complete,0.41,1,Low,0.61,Both,High-risk commodity flagged for inspection,3,1
SHP009040,China,India,2022-04-04,2022-05-02,2022-05-02,Sea,Carrier_39,R654,Food,49722.87,4451.64,6610.64,Complete,0.82,2,High,0.79,Both,Random inspection selected,0,0
SHP009041,Brazil,Japan,2022-10-11,2022-10-26,2022-10-26,Air,Carrier_6,R735,Electronics,19062.79,453.04,7051.54,Error,0.78,5,High,0.17,Both,"Incomplete paperwork, requires manual review",0,0
SHP009042,South Africa,Australia,2022-12-30,2023-01-11,2023-01-11,Road,Carrier_17,R936,Machinery,38381.03,990.38,5769.81,Missing,0.54,4,Low,0.96,Physical,Tariff dispute pending resolution,0,0
SHP009043,USA,South Africa,2022-01-31,2022-02-23,2022-02-24,Road,Carrier_37,R175,Textiles,4071.64,497.44,8167.11,Error,0.78,4,Medium,0.63,Physical,"Incomplete paperwork, requires manual review",1,1
SHP009044,India,Japan,2022-02-12,2022-03-09,2022-03-09,Sea,Carrier_44,R587,Automotive,10462.89,4368.81,1488.52,Complete,0.82,1,Medium,0.3,Document,Routine customs clearance without issue,0,0
SHP009045,USA,UK,2019-11-06,2019-12-04,2019-12-08,Air,Carrier_2,R882,Electronics,36947.57,786.72,1269.36,Error,0.61,5,Medium,0.22,Document,High-risk commodity flagged for inspection,4,2
SHP009046,Australia,Brazil,2022-08-12,2022-08-27,2022-08-27,Air,Carrier_29,R431,Pharmaceuticals,15413.07,1473.44,3393.64,Complete,0.99,1,High,0.75,Both,Tariff dispute pending resolution,0,0
SHP009047,India,Germany,2024-03-13,2024-04-10,2024-04-10,Road,Carrier_8,R716,Machinery,1025.83,337.88,4897.65,Error,0.73,2,High,0.29,Both,Random inspection selected,0,0
SHP009048,India,UAE,2021-04-29,2021-05-14,2021-05-18,Rail,Carrier_31,R949,Food,10454.78,295.72,7123.61,Complete,0.93,2,Low,0.6,Physical,Incorrect HS code classification,4,2
SHP009049,China,USA,2019-06-01,2019-06-10,2019-06-12,Air,Carrier_50,R672,Automotive,38035.45,1482.55,8219.88,Complete,0.51,0,Medium,0.81,Document,Routine customs clearance without issue,2,1
SHP009050,South Africa,Germany,2024-05-07,2024-06-02,2024-06-02,Rail,Carrier_25,R661,Electronics,17148.67,4244.77,1518.40,Complete,0.43,2,Medium,0.5,Physical,Tariff dispute pending resolution,0,0
SHP009051,Germany,UK,2023-07-04,2023-07-19,2023-07-22,Rail,Carrier_3,R630,Machinery,49863.47,2091.93,4000.28,Complete,0.46,2,Low,0.32,Document,Tariff dispute pending resolution,3,1
SHP009052,China,Germany,2023-01-04,2023-01-29,2023-01-29,Rail,Carrier_29,R908,Pharmaceuticals,44683.82,3840.52,5992.73,Missing,0.54,4,High,0.95,Physical,Tariff dispute pending resolution,0,0
SHP009053,India,South Africa,2020-10-26,2020-11-06,2020-11-06,Rail,Carrier_6,R620,Pharmaceuticals,29043.78,2283.82,4385.50,Complete,0.89,4,Low,0.34,Both,Incorrect HS code classification,0,0
SHP009054,UAE,UK,2020-05-26,2020-06-14,2020-06-17,Road,Carrier_39,R559,Electronics,43873.94,4069.25,7324.57,Complete,0.8,3,High,0.26,Document,"Incomplete paperwork, requires manual review",3,1
SHP009055,USA,Japan,2020-11-21,2020-11-30,2020-12-02,Sea,Carrier_13,R829,Food,45468.18,1117.86,3280.21,Complete,0.99,0,High,0.82,Document,"Incomplete paperwork, requires manual review",2,1
SHP009056,Brazil,Australia,2019-12-18,2019-12-26,2019-12-29,Rail,Carrier_26,R678,Automotive,47512.12,1101.21,6162.95,Complete,0.66,3,Medium,0.1,Both,High-risk commodity flagged for inspection,3,1
SHP009057,China,UAE,2023-03-02,2023-03-08,2023-03-08,Sea,Carrier_20,R887,Electronics,47629.66,3352.6,2748.20,Missing,0.59,2,Medium,0.95,Both,"Incomplete paperwork, requires manual review",0,0
SHP009058,UAE,South Africa,2024-10-29,2024-11-07,2024-11-07,Air,Carrier_38,R379,Machinery,37246.84,4539.55,3003.45,Complete,0.96,3,Low,0.75,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP009059,Germany,India,2022-01-14,2022-02-10,2022-02-15,Air,Carrier_17,R191,Machinery,42395.77,917.0,4862.12,Complete,0.77,4,High,0.38,Document,Tariff dispute pending resolution,5,2
SHP009060,Germany,India,2020-10-23,2020-11-09,2020-11-09,Road,Carrier_2,R157,Textiles,12970.16,108.27,6388.47,Complete,0.92,3,High,0.14,Physical,"Incomplete paperwork, requires manual review",0,0
SHP009061,USA,Germany,2022-09-03,2022-09-19,2022-09-21,Road,Carrier_7,R225,Food,31431.72,4151.83,8614.31,Missing,0.71,1,Low,0.36,Document,"Suspected undervaluation, needs reassessment",2,1
SHP009062,USA,South Africa,2020-07-21,2020-07-26,2020-07-30,Rail,Carrier_24,R756,Automotive,7801.53,2873.56,2971.89,Missing,0.73,4,Medium,0.29,Physical,Incorrect HS code classification,4,2
SHP009063,UK,Germany,2023-10-06,2023-10-15,2023-10-15,Sea,Carrier_11,R540,Electronics,40470.98,2819.46,4265.81,Missing,0.96,3,High,0.52,Both,High-risk commodity flagged for inspection,0,0
SHP009064,Japan,USA,2021-02-15,2021-02-23,2021-03-03,Rail,Carrier_49,R810,Electronics,44487.27,2626.6,5688.57,Complete,0.73,5,Low,0.37,Document,"Suspected undervaluation, needs reassessment",8,2
SHP009065,Brazil,China,2021-07-23,2021-08-21,2021-08-25,Road,Carrier_31,R487,Pharmaceuticals,11940.84,651.22,4176.48,Missing,0.9,2,High,0.58,Both,"Suspected undervaluation, needs reassessment",4,2
SHP009066,Brazil,Germany,2021-04-28,2021-05-10,2021-05-11,Sea,Carrier_28,R717,Textiles,14947.72,2190.38,7002.13,Complete,0.71,4,Low,0.59,Both,"Incomplete paperwork, requires manual review",1,1
SHP009067,Japan,USA,2024-07-27,2024-08-02,2024-08-02,Sea,Carrier_43,R144,Food,34148.65,4182.1,7516.69,Missing,0.91,5,Medium,0.25,Physical,Tariff dispute pending resolution,0,0
SHP009068,Australia,Brazil,2024-10-20,2024-11-18,2024-11-23,Air,Carrier_21,R681,Automotive,18158.48,2994.78,2973.82,Complete,0.93,5,Low,0.79,Physical,Tariff dispute pending resolution,5,2
SHP009069,South Africa,India,2020-04-09,2020-04-15,2020-04-17,Road,Carrier_37,R943,Pharmaceuticals,22510.37,4220.13,1770.70,Error,0.89,1,High,0.91,Physical,"Incomplete paperwork, requires manual review",2,1
SHP009070,UK,USA,2024-09-26,2024-10-17,2024-10-19,Road,Carrier_48,R566,Textiles,49396.24,2503.7,5510.48,Error,0.52,5,Low,0.46,Physical,Routine customs clearance without issue,2,1
SHP009071,UAE,Japan,2023-01-11,2023-02-01,2023-02-03,Road,Carrier_43,R614,Automotive,17462.53,284.17,4070.37,Complete,0.71,1,High,0.47,Document,"Incomplete paperwork, requires manual review",2,1
SHP009072,Brazil,USA,2023-03-06,2023-03-14,2023-03-16,Road,Carrier_35,R600,Electronics,5202.43,3984.71,8264.76,Missing,0.57,1,High,0.65,Physical,High-risk commodity flagged for inspection,2,1
SHP009073,Japan,Australia,2020-05-18,2020-06-01,2020-06-01,Sea,Carrier_40,R265,Machinery,31844.96,977.9,7668.54,Complete,0.99,0,High,0.8,Both,High-risk commodity flagged for inspection,0,0
SHP009074,China,Japan,2023-01-16,2023-01-27,2023-02-02,Sea,Carrier_22,R833,Textiles,39658.06,809.23,1480.34,Complete,0.41,4,High,0.59,Physical,"Incomplete paperwork, requires manual review",6,2
SHP009075,Brazil,UAE,2021-11-15,2021-11-30,2021-12-03,Rail,Carrier_50,R588,Food,21387.73,1726.04,9108.55,Missing,0.44,3,Medium,1.0,Physical,High-risk commodity flagged for inspection,3,1
SHP009076,China,Brazil,2024-03-11,2024-04-07,2024-04-07,Air,Carrier_29,R522,Textiles,47844.53,701.4,4559.84,Missing,0.6,2,High,0.39,Both,Incorrect HS code classification,0,0
SHP009077,Brazil,Germany,2021-01-06,2021-02-01,2021-02-04,Sea,Carrier_27,R667,Food,36345.75,4781.79,5709.67,Error,0.92,0,High,0.75,Both,Random inspection selected,3,1
SHP009078,China,UK,2024-05-24,2024-06-12,2024-06-13,Air,Carrier_30,R418,Machinery,35151.39,4337.5,6450.89,Complete,0.81,1,Low,0.19,Both,Routine customs clearance without issue,1,1
SHP009079,USA,India,2019-01-16,2019-02-08,2019-02-10,Sea,Carrier_18,R717,Electronics,49112.84,2574.33,7641.92,Error,0.42,3,Medium,0.26,Both,"Suspected undervaluation, needs reassessment",2,1
SHP009080,UAE,Brazil,2020-11-12,2020-11-21,2020-11-29,Air,Carrier_3,R107,Machinery,45951.71,4813.66,9939.43,Missing,0.84,0,Medium,0.06,Both,"Suspected undervaluation, needs reassessment",8,2
SHP009081,UK,Brazil,2023-03-12,2023-03-31,2023-04-01,Road,Carrier_42,R490,Textiles,49983.94,4353.02,8748.30,Error,0.96,0,Medium,0.62,Document,Random inspection selected,1,1
SHP009082,South Africa,UAE,2020-07-03,2020-07-31,2020-07-31,Air,Carrier_19,R782,Textiles,43097.11,1632.51,8907.38,Error,0.42,3,Medium,0.92,Both,Routine customs clearance without issue,0,0
SHP009083,UK,South Africa,2022-01-22,2022-02-11,2022-02-15,Road,Carrier_2,R613,Food,33289.4,832.91,3202.44,Missing,0.52,1,Low,0.33,Document,Random inspection selected,4,2
SHP009084,UAE,China,2019-07-29,2019-08-23,2019-08-23,Air,Carrier_7,R165,Food,38089.6,244.26,4751.33,Missing,0.64,1,Low,0.67,Physical,"Incomplete paperwork, requires manual review",0,0
SHP009085,UAE,Japan,2022-11-08,2022-12-07,2022-12-07,Sea,Carrier_15,R389,Food,32805.69,4849.36,3804.73,Missing,0.4,5,Medium,0.9,Both,Tariff dispute pending resolution,0,0
SHP009086,Australia,Brazil,2020-01-11,2020-02-09,2020-02-09,Rail,Carrier_1,R591,Electronics,22227.93,3336.84,8005.37,Error,0.91,3,Medium,0.57,Document,"Incomplete paperwork, requires manual review",0,0
SHP009087,UAE,Australia,2020-07-02,2020-07-28,2020-07-28,Air,Carrier_26,R508,Textiles,28882.84,2169.0,2045.40,Error,0.58,2,Low,0.79,Both,Routine customs clearance without issue,0,0
SHP009088,Japan,China,2020-08-11,2020-08-29,2020-09-02,Road,Carrier_44,R178,Food,36829.62,3248.24,8249.33,Complete,0.62,4,High,0.23,Document,"Suspected undervaluation, needs reassessment",4,2
SHP009089,Australia,UK,2024-11-16,2024-12-04,2024-12-10,Sea,Carrier_23,R714,Pharmaceuticals,29207.58,4852.19,1474.62,Error,0.41,2,Low,1.0,Physical,Routine customs clearance without issue,6,2
SHP009090,USA,India,2019-07-31,2019-08-22,2019-08-24,Sea,Carrier_42,R843,Electronics,34879.04,4171.74,7586.64,Error,0.6,0,High,0.51,Document,"Suspected undervaluation, needs reassessment",2,1
SHP009091,Brazil,Australia,2023-07-16,2023-07-21,2023-07-24,Air,Carrier_49,R731,Machinery,17367.69,1655.83,4565.29,Complete,0.8,1,Medium,0.93,Both,Routine customs clearance without issue,3,1
SHP009092,UAE,USA,2024-01-20,2024-02-12,2024-02-16,Sea,Carrier_33,R894,Machinery,22500.51,1797.06,5094.42,Error,0.94,3,Low,0.68,Both,"Incomplete paperwork, requires manual review",4,2
SHP009093,Brazil,USA,2023-04-16,2023-04-22,2023-04-22,Air,Carrier_3,R957,Pharmaceuticals,36352.97,1796.79,5252.86,Complete,0.44,2,Low,0.61,Physical,"Suspected undervaluation, needs reassessment",0,0
SHP009094,Germany,China,2022-08-12,2022-09-09,2022-09-10,Rail,Carrier_33,R848,Pharmaceuticals,16827.34,1725.36,3021.91,Error,0.69,0,Low,0.72,Physical,High-risk commodity flagged for inspection,1,1
